STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,SECTOR,Economic sector,EMISSIONS_SOURCE,Emissions source,MEASURE,Measure,PRICE_LEVEL,Carbon price level,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,PRICE_BASE,Price base,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,CURRENCY,Currency,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ZAF,South Africa,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,LKA,Sri Lanka,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,UGA,Uganda,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,UKR,Ukraine,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,URY,Uruguay,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ZMB,Zambia,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,FUETAX,Fuel excise tax,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ECU,Ecuador,_T,Total,_T,All sources,FUETAX,Fuel excise tax,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MYS,Malaysia,_T,Total,_T,All sources,FUETAX,Fuel excise tax,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NGA,Nigeria,_T,Total,_T,All sources,FUETAX,Fuel excise tax,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,TOTTAX,Total tax,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ECU,Ecuador,_T,Total,_T,All sources,TOTTAX,Total tax,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MYS,Malaysia,_T,Total,_T,All sources,TOTTAX,Total tax,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NGA,Nigeria,_T,Total,_T,All sources,TOTTAX,Total tax,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,EACR,Effective average carbon rate,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ECU,Ecuador,_T,Total,_T,All sources,EACR,Effective average carbon rate,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MYS,Malaysia,_T,Total,_T,All sources,EACR,Effective average carbon rate,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NGA,Nigeria,_T,Total,_T,All sources,EACR,Effective average carbon rate,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,ECRATE,Effective carbon rate,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ECU,Ecuador,_T,Total,_T,All sources,ECRATE,Effective carbon rate,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MYS,Malaysia,_T,Total,_T,All sources,ECRATE,Effective carbon rate,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NGA,Nigeria,_T,Total,_T,All sources,ECRATE,Effective carbon rate,_Z,Not applicable,EUR_TCO2E,Euros per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,_Z,Not applicable,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,ECRATE,Effective carbon rate,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,BDT,Taka,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ECU,Ecuador,_T,Total,_T,All sources,ECRATE,Effective carbon rate,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,USD,US dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MYS,Malaysia,_T,Total,_T,All sources,ECRATE,Effective carbon rate,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,MYR,Malaysian ringgit,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NGA,Nigeria,_T,Total,_T,All sources,ECRATE,Effective carbon rate,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,NGN,Naira,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,EACR,Effective average carbon rate,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,BDT,Taka,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ECU,Ecuador,_T,Total,_T,All sources,EACR,Effective average carbon rate,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,USD,US dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MYS,Malaysia,_T,Total,_T,All sources,EACR,Effective average carbon rate,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,MYR,Malaysian ringgit,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NGA,Nigeria,_T,Total,_T,All sources,EACR,Effective average carbon rate,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,NGN,Naira,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,TOTTAX,Total tax,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,BDT,Taka,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ECU,Ecuador,_T,Total,_T,All sources,TOTTAX,Total tax,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,USD,US dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MYS,Malaysia,_T,Total,_T,All sources,TOTTAX,Total tax,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,MYR,Malaysian ringgit,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NGA,Nigeria,_T,Total,_T,All sources,TOTTAX,Total tax,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,NGN,Naira,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,FUETAX,Fuel excise tax,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,BDT,Taka,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ECU,Ecuador,_T,Total,_T,All sources,FUETAX,Fuel excise tax,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,USD,US dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MYS,Malaysia,_T,Total,_T,All sources,FUETAX,Fuel excise tax,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,MYR,Malaysian ringgit,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NGA,Nigeria,_T,Total,_T,All sources,FUETAX,Fuel excise tax,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,NGN,Naira,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,AUS,Australia,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,AUD,Australian dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,CAN,Canada,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,CAD,Canadian dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,CRI,Costa Rica,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,CRC,Costa Rican colon,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,DNK,Denmark,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,DKK,Danish krone,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ISL,Iceland,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,ISK,Iceland krona,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MEX,Mexico,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,MXN,Mexican peso,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NZL,New Zealand,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,NZD,New Zealand dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,NOR,Norway,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,NOK,Norwegian krone,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,POL,Poland,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,PLN,Zloty,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,SWE,Sweden,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,SEK,Swedish krona,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,CHE,Switzerland,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,CHF,Swiss franc,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,GTM,Guatemala,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,GTQ,Quetzal,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,JAM,Jamaica,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,JMD,Jamaican dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,PRY,Paraguay,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,PYG,Guarani,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,PER,Peru,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,PEN,Peruvian sol,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,RUS,Russia,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,RUB,Russian ruble,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,RWA,Rwanda,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,RWF,Rwanda franc,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,SGP,Singapore,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,SGD,Singapore dollar,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ZAF,South Africa,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,ZAR,Rand,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,UGA,Uganda,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,UGX,Uganda shilling,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,URY,Uruguay,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,UYU,Uruguayan peso,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ZMB,Zambia,_T,Total,_T,All sources,SUBSID,Fossil fuel subsidy,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,ZMW,Kwacha,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,CHL,Chile,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,CLP,Chilean peso,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,COL,Colombia,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,COP,Colombian peso,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,CRI,Costa Rica,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,CRC,Costa Rican colon,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ISR,Israel,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,ILS,New Israeli sheqel,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,MEX,Mexico,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,MXN,Mexican peso,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,TUR,Türkiye,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,TRY,Turkish lira,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,ARG,Argentina,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,ARS,Argentine peso,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BGD,Bangladesh,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,BDT,Taka,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BRA,Brazil,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,BRL,Brazilian real,2023,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.1),Net effective carbon rates,I,BFA,Burkina Faso,_T,Total,_T,All sources,MPERPRI,Emissions trading system (ETS) permit price,_Z,Not applicable,XDC_TCO2E,National currency per tonne of CO2-equivalent,MEANW,Weighted mean,Q,Constant prices,A,Annual,2023,,0,,XOF,CFA Franc - BCEAO,2023,,A,Normal value,0,Units,2,Two
